config,n_platforms,rho_e,alpha,iteration,platform_id,mean_homogeneity,fraction_enclaved,settling_step,n_disruptions,mean_recovery_steps
exp2_np27_rho005_alpha10,27,0.05,10,106,921,0.970966125704361,0.89,1,11,1.0
exp2_np27_rho005_alpha10,27,0.05,10,108,901,0.9545830503345982,0.8,12,10,1.7
exp2_np27_rho005_alpha10,27,0.05,10,108,904,0.939436707055128,0.82,34,0,
exp2_np27_rho005_alpha10,27,0.05,10,108,907,0.9876708259061201,0.96,1,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,108,911,0.9911216931216932,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,108,912,0.903491998428918,0.57,77,0,
exp2_np27_rho005_alpha10,27,0.05,10,108,919,0.9787811954127744,0.94,1,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,108,920,0.9606794696531539,0.81,50,0,
exp2_np27_rho005_alpha10,27,0.05,10,108,923,0.9738027862660215,0.9,20,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,108,926,0.9897565628815629,0.97,11,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,107,902,0.9469294816013377,0.8,47,8,1.0
exp2_np27_rho005_alpha10,27,0.05,10,107,906,0.9005996946809641,0.63,82,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,107,907,0.9784891967935446,0.93,1,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,107,908,0.9718771228771229,0.86,42,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,107,909,0.9344209047188258,0.71,34,9,1.4444444444444444
exp2_np27_rho005_alpha10,27,0.05,10,107,915,0.9609292194733371,0.81,43,10,1.0
exp2_np27_rho005_alpha10,27,0.05,10,107,917,0.9511663575465554,0.82,14,6,2.2
exp2_np27_rho005_alpha10,27,0.05,10,107,921,0.8759969474969475,0.62,81,0,
exp2_np27_rho005_alpha10,27,0.05,10,107,924,0.9161732156732156,0.71,65,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,104,905,0.9274710425711199,0.7,,0,
exp2_np27_rho005_alpha10,27,0.05,10,104,906,0.9783948412698412,0.91,10,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,104,907,0.9985714285714287,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,104,908,0.9855871905871907,0.94,25,0,
exp2_np27_rho005_alpha10,27,0.05,10,104,910,0.9106224710961551,0.63,,0,
exp2_np27_rho005_alpha10,27,0.05,10,104,916,0.932406378751967,0.8,8,12,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,104,918,0.9310585819409348,0.71,80,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,104,922,0.9282360992980188,0.72,89,0,
exp2_np27_rho005_alpha10,27,0.05,10,104,926,0.9705730134158926,0.9,1,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,111,904,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,111,905,0.94355371017871,0.78,16,10,1.6
exp2_np27_rho005_alpha10,27,0.05,10,111,906,0.9706536796536797,0.89,11,5,1.5
exp2_np27_rho005_alpha10,27,0.05,10,111,908,0.9108984318485092,0.65,6,20,1.7
exp2_np27_rho005_alpha10,27,0.05,10,111,910,0.9883928571428572,0.97,1,1,3.0
exp2_np27_rho005_alpha10,27,0.05,10,111,915,0.9314010711510712,0.7,,0,
exp2_np27_rho005_alpha10,27,0.05,10,111,922,0.9652011183261183,0.87,24,4,1.0
exp2_np27_rho005_alpha10,27,0.05,10,111,925,0.9007981879231878,0.7,70,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,111,926,0.8753956876456875,0.51,,0,
exp2_np27_rho005_alpha10,27,0.05,10,109,905,0.9429136419136419,0.82,24,10,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,109,908,0.9907894736842106,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,109,912,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,109,914,0.9725462315462317,0.93,1,5,1.4
exp2_np27_rho005_alpha10,27,0.05,10,109,918,0.9477345611336659,0.78,61,0,
exp2_np27_rho005_alpha10,27,0.05,10,109,919,0.8932160456588476,0.53,,0,
exp2_np27_rho005_alpha10,27,0.05,10,109,921,0.9500741348023957,0.81,63,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,109,924,0.9735053147335756,0.89,26,5,1.4
exp2_np27_rho005_alpha10,27,0.05,10,109,925,0.9284608198818725,0.76,69,0,
exp2_np27_rho005_alpha10,27,0.05,10,110,903,0.9433681349610142,0.8,43,0,
exp2_np27_rho005_alpha10,27,0.05,10,110,907,0.9495014682747949,0.84,14,9,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,110,910,0.9751553030303031,0.91,5,4,2.0
exp2_np27_rho005_alpha10,27,0.05,10,110,912,0.9122091362743536,0.69,82,0,
exp2_np27_rho005_alpha10,27,0.05,10,110,913,0.9348725803608157,0.71,,0,
exp2_np27_rho005_alpha10,27,0.05,10,110,918,0.89568783993784,0.58,91,0,
exp2_np27_rho005_alpha10,27,0.05,10,110,922,0.974721681096681,0.89,20,2,3.0
exp2_np27_rho005_alpha10,27,0.05,10,110,924,0.9300095339106983,0.65,6,20,1.65
exp2_np27_rho005_alpha10,27,0.05,10,110,926,0.9033541736041735,0.61,,0,
exp2_np27_rho005_alpha10,27,0.05,10,112,901,0.9536066772812297,0.79,37,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,112,904,0.981948606948607,0.93,14,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,112,907,0.9735972279354632,0.88,35,4,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,112,908,0.9009462481962484,0.52,,0,
exp2_np27_rho005_alpha10,27,0.05,10,112,909,0.9774521173271173,0.91,36,0,
exp2_np27_rho005_alpha10,27,0.05,10,112,911,0.9422090409590409,0.76,32,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,112,912,0.9414319838247184,0.78,35,6,1.5
exp2_np27_rho005_alpha10,27,0.05,10,112,914,0.9410645930156801,0.8,1,15,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,112,915,0.8096012194719623,0.22,,0,
exp2_np27_rho005_alpha10,27,0.05,10,113,903,0.9721636064314083,0.87,1,11,1.1818181818181819
exp2_np27_rho005_alpha10,27,0.05,10,113,905,0.961803378209338,0.85,47,0,
exp2_np27_rho005_alpha10,27,0.05,10,113,908,0.9741765953344901,0.94,1,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,113,911,0.9641396658896657,0.88,14,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,113,916,0.9371875843317826,0.77,33,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,113,917,0.9398713984245272,0.79,58,2,2.5
exp2_np27_rho005_alpha10,27,0.05,10,113,919,0.9347485754559692,0.76,39,8,1.25
exp2_np27_rho005_alpha10,27,0.05,10,113,920,0.9853407662598839,0.95,12,0,
exp2_np27_rho005_alpha10,27,0.05,10,113,921,0.9304492824427035,0.7,53,9,1.625
exp2_np27_rho005_alpha10,27,0.05,10,114,901,0.9280798280293167,0.76,31,7,1.8333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,114,904,0.92014139604357,0.7,,0,
exp2_np27_rho005_alpha10,27,0.05,10,114,906,0.9565593018093018,0.8,,0,
exp2_np27_rho005_alpha10,27,0.05,10,114,907,0.9775660742766005,0.92,12,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,114,910,0.9830303030303031,0.96,12,0,
exp2_np27_rho005_alpha10,27,0.05,10,114,919,0.9919765795206972,0.96,12,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,114,920,0.9559733065180435,0.8,35,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,114,922,0.9784417784657723,0.93,8,3,1.5
exp2_np27_rho005_alpha10,27,0.05,10,114,924,0.9847812971342385,0.96,1,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,115,905,0.992213915915003,0.97,19,0,
exp2_np27_rho005_alpha10,27,0.05,10,115,908,0.9906865177832921,0.96,1,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,115,909,0.9602257562698739,0.84,9,10,1.4444444444444444
exp2_np27_rho005_alpha10,27,0.05,10,115,911,0.9289920779684713,0.68,49,2,4.0
exp2_np27_rho005_alpha10,27,0.05,10,115,912,0.8936512566380986,0.5,,0,
exp2_np27_rho005_alpha10,27,0.05,10,115,918,0.9937948717948717,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,115,920,0.9763203463203464,0.93,1,3,2.5
exp2_np27_rho005_alpha10,27,0.05,10,115,921,0.9765179852826913,0.9,23,0,
exp2_np27_rho005_alpha10,27,0.05,10,115,926,0.972051948051948,0.93,17,0,
exp2_np27_rho005_alpha10,27,0.05,10,117,903,0.9890476190476192,0.96,1,3,1.5
exp2_np27_rho005_alpha10,27,0.05,10,117,905,0.9363606704519511,0.79,20,5,1.75
exp2_np27_rho005_alpha10,27,0.05,10,117,909,0.9456199943847002,0.85,16,4,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,117,910,0.9799033582158583,0.93,1,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,117,911,0.9501951802927036,0.82,19,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,117,914,0.9737602249009573,0.89,9,4,1.5
exp2_np27_rho005_alpha10,27,0.05,10,117,918,0.9497639923006056,0.83,16,10,1.5
exp2_np27_rho005_alpha10,27,0.05,10,117,923,0.9615772977022978,0.86,7,8,1.625
exp2_np27_rho005_alpha10,27,0.05,10,117,925,0.9410003751694929,0.7,,0,
exp2_np27_rho005_alpha10,27,0.05,10,116,901,0.9207998983558582,0.58,,0,
exp2_np27_rho005_alpha10,27,0.05,10,116,904,0.9055833871337975,0.6,82,0,
exp2_np27_rho005_alpha10,27,0.05,10,116,906,0.9319390237371736,0.72,35,11,1.3636363636363635
exp2_np27_rho005_alpha10,27,0.05,10,116,907,0.939996447996448,0.81,39,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,116,908,0.9389951877514807,0.83,17,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,116,909,0.9605848076050121,0.85,1,11,1.3636363636363635
exp2_np27_rho005_alpha10,27,0.05,10,116,913,0.9954999999999999,0.99,1,1,
exp2_np27_rho005_alpha10,27,0.05,10,116,919,0.9506040224395488,0.83,49,0,
exp2_np27_rho005_alpha10,27,0.05,10,116,923,0.9318189278901354,0.8,26,4,1.75
exp2_np27_rho005_alpha10,27,0.05,10,121,901,0.9564725388990094,0.86,27,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,121,902,0.9115842248865537,0.6,,0,
exp2_np27_rho005_alpha10,27,0.05,10,121,906,0.9272990908300507,0.63,,0,
exp2_np27_rho005_alpha10,27,0.05,10,121,911,0.9787840456327299,0.92,1,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,121,912,0.9948292682926829,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,121,918,0.981851917690153,0.92,1,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,121,923,0.9550970695970696,0.84,27,0,
exp2_np27_rho005_alpha10,27,0.05,10,121,924,0.9955393939393941,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,121,927,0.9920483970793568,0.97,20,0,
exp2_np27_rho005_alpha10,27,0.05,10,119,906,0.9343130468173038,0.75,61,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,119,908,0.950831271669507,0.78,6,14,1.5
exp2_np27_rho005_alpha10,27,0.05,10,119,910,0.9335233589939471,0.8,45,0,
exp2_np27_rho005_alpha10,27,0.05,10,119,912,0.9453795126442185,0.84,45,0,
exp2_np27_rho005_alpha10,27,0.05,10,119,913,0.9212529570532668,0.66,60,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,119,917,0.9696092657342658,0.85,6,12,1.0833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,119,919,0.9703976410063366,0.92,1,4,2.0
exp2_np27_rho005_alpha10,27,0.05,10,119,921,0.9614367576867576,0.81,14,12,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,119,927,0.980384056303174,0.91,14,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,118,901,0.9626809138573844,0.9,7,6,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,118,902,0.9341208489223195,0.74,41,4,1.25
exp2_np27_rho005_alpha10,27,0.05,10,118,909,0.9361330475846225,0.8,1,12,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,118,910,0.9597850934325394,0.83,20,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,118,914,0.9290158314767448,0.75,43,6,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,118,915,0.9232024182873556,0.73,32,4,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,118,922,0.9645578331197526,0.84,43,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,118,925,0.9642594448035625,0.87,17,8,1.25
exp2_np27_rho005_alpha10,27,0.05,10,118,927,0.968492673992674,0.89,38,0,
exp2_np27_rho005_alpha10,27,0.05,10,120,906,0.925542624042624,0.74,47,0,
exp2_np27_rho005_alpha10,27,0.05,10,120,910,0.9875828460038987,0.97,1,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,120,914,0.8927202105599938,0.52,,0,
exp2_np27_rho005_alpha10,27,0.05,10,120,917,0.9507977594487892,0.84,69,0,
exp2_np27_rho005_alpha10,27,0.05,10,120,918,0.9532063596448271,0.81,29,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,120,921,0.9817857142857143,0.94,15,0,
exp2_np27_rho005_alpha10,27,0.05,10,120,925,0.9733051948051948,0.92,1,2,4.0
exp2_np27_rho005_alpha10,27,0.05,10,120,926,0.9765346160323277,0.93,9,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,120,927,0.926284645634723,0.69,,0,
exp2_np27_rho005_alpha10,27,0.05,10,122,902,0.964639998889999,0.83,46,8,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,122,903,0.8594702993085346,0.46,,0,
exp2_np27_rho005_alpha10,27,0.05,10,122,911,0.9588176366117542,0.78,31,12,1.0
exp2_np27_rho005_alpha10,27,0.05,10,122,915,0.9790317876567876,0.92,1,6,1.4
exp2_np27_rho005_alpha10,27,0.05,10,122,916,0.8672455844808786,0.58,,0,
exp2_np27_rho005_alpha10,27,0.05,10,122,919,0.9362666610514461,0.69,85,0,
exp2_np27_rho005_alpha10,27,0.05,10,122,922,0.9464250398724083,0.85,1,11,1.3636363636363635
exp2_np27_rho005_alpha10,27,0.05,10,122,923,0.9672278020397216,0.84,11,10,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,122,925,0.9797057647412339,0.93,11,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,123,901,0.9886327731092437,0.97,1,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,123,903,0.8753142723289781,0.42,,0,
exp2_np27_rho005_alpha10,27,0.05,10,123,904,0.9614137349578527,0.82,23,13,1.0
exp2_np27_rho005_alpha10,27,0.05,10,123,911,0.9350958461193016,0.73,52,5,1.0
exp2_np27_rho005_alpha10,27,0.05,10,123,917,0.9566495587745588,0.87,3,9,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,123,918,0.927002045198337,0.67,,0,
exp2_np27_rho005_alpha10,27,0.05,10,123,923,0.9813333333333333,0.94,8,2,2.0
exp2_np27_rho005_alpha10,27,0.05,10,123,925,0.9325079479344186,0.76,1,18,1.3529411764705883
exp2_np27_rho005_alpha10,27,0.05,10,123,927,0.9449235902985902,0.82,1,10,1.8
exp2_np27_rho005_alpha10,27,0.05,10,124,902,0.9540372204675742,0.82,23,9,1.25
exp2_np27_rho005_alpha10,27,0.05,10,124,903,0.9447121081308726,0.82,22,8,1.875
exp2_np27_rho005_alpha10,27,0.05,10,124,908,0.975792748917749,0.94,10,0,
exp2_np27_rho005_alpha10,27,0.05,10,124,910,0.9821519961519962,0.95,9,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,124,915,0.8836659549600725,0.5,,0,
exp2_np27_rho005_alpha10,27,0.05,10,124,918,0.9542258950200125,0.81,36,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,124,920,0.9273387248716196,0.71,63,0,
exp2_np27_rho005_alpha10,27,0.05,10,124,923,0.9906994047619048,0.97,1,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,124,924,0.9397542966292965,0.78,37,6,1.0
exp2_np27_rho005_alpha10,27,0.05,10,126,906,0.9565662345286458,0.88,12,3,2.3333333333333335
exp2_np27_rho005_alpha10,27,0.05,10,126,907,0.9507245906267646,0.83,1,11,1.5454545454545454
exp2_np27_rho005_alpha10,27,0.05,10,126,910,0.9444853859908209,0.8,1,14,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,126,911,0.9904824561403509,0.97,1,1,
exp2_np27_rho005_alpha10,27,0.05,10,126,918,0.9708543419141246,0.89,10,8,1.0
exp2_np27_rho005_alpha10,27,0.05,10,126,922,0.969036197462668,0.89,1,9,1.2222222222222223
exp2_np27_rho005_alpha10,27,0.05,10,126,923,0.9375909193146036,0.71,46,8,1.375
exp2_np27_rho005_alpha10,27,0.05,10,126,924,0.8600074294900146,0.53,,0,
exp2_np27_rho005_alpha10,27,0.05,10,126,925,0.9201677766677768,0.57,,0,
exp2_np27_rho005_alpha10,27,0.05,10,125,901,0.9330103368853367,0.74,51,6,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,125,903,0.9715809600849562,0.88,15,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,125,904,0.9933702882483371,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,125,905,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,125,906,0.9541304256172677,0.85,30,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,125,912,0.9624442599883778,0.82,15,11,1.2727272727272727
exp2_np27_rho005_alpha10,27,0.05,10,125,914,0.9380828235002986,0.78,3,11,1.8181818181818181
exp2_np27_rho005_alpha10,27,0.05,10,125,918,0.9797948089921775,0.91,28,0,
exp2_np27_rho005_alpha10,27,0.05,10,125,920,0.9626262585453762,0.87,14,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,127,905,0.9187170368313327,0.65,88,0,
exp2_np27_rho005_alpha10,27,0.05,10,127,906,0.9579009699450876,0.78,37,9,1.0
exp2_np27_rho005_alpha10,27,0.05,10,127,908,0.9886457659987071,0.97,7,0,
exp2_np27_rho005_alpha10,27,0.05,10,127,909,0.9060684685840328,0.58,,0,
exp2_np27_rho005_alpha10,27,0.05,10,127,910,0.9167341464864686,0.65,46,5,1.4
exp2_np27_rho005_alpha10,27,0.05,10,127,912,0.9365100683366814,0.8,22,7,1.4285714285714286
exp2_np27_rho005_alpha10,27,0.05,10,127,920,0.9532646161028515,0.75,,0,
exp2_np27_rho005_alpha10,27,0.05,10,127,921,0.8826324043323303,0.51,,0,
exp2_np27_rho005_alpha10,27,0.05,10,127,925,0.9571362216943554,0.82,4,13,1.2307692307692308
exp2_np27_rho005_alpha10,27,0.05,10,128,901,0.8523635354150195,0.4,,0,
exp2_np27_rho005_alpha10,27,0.05,10,128,902,0.966015749171709,0.87,38,3,2.0
exp2_np27_rho005_alpha10,27,0.05,10,128,909,0.9091466363014351,0.66,,0,
exp2_np27_rho005_alpha10,27,0.05,10,128,910,0.9572998529248529,0.79,56,5,1.2
exp2_np27_rho005_alpha10,27,0.05,10,128,911,0.9598722804972805,0.88,1,7,1.7142857142857142
exp2_np27_rho005_alpha10,27,0.05,10,128,915,0.932691910136647,0.73,,0,
exp2_np27_rho005_alpha10,27,0.05,10,128,917,0.9373058940973027,0.76,1,13,1.8333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,128,923,0.9431498813077761,0.8,21,6,1.5
exp2_np27_rho005_alpha10,27,0.05,10,128,926,0.936583151368755,0.77,20,7,1.7142857142857142
exp2_np27_rho005_alpha10,27,0.05,10,129,901,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,129,902,0.9116099374481728,0.58,,0,
exp2_np27_rho005_alpha10,27,0.05,10,129,903,0.9549488531119724,0.84,49,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,129,904,0.9792664835164835,0.92,1,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,129,909,0.95058271467095,0.78,39,8,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,129,922,0.9351931781668624,0.69,57,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,129,923,0.9824545454545454,0.96,1,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,129,925,0.9664894411336722,0.86,47,1,4.0
exp2_np27_rho005_alpha10,27,0.05,10,129,927,0.9592665626856803,0.87,40,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,130,902,0.9183072915646445,0.73,1,16,1.6875
exp2_np27_rho005_alpha10,27,0.05,10,130,905,0.9932282913165267,0.98,1,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,130,908,0.9470839263076104,0.76,5,18,1.2941176470588236
exp2_np27_rho005_alpha10,27,0.05,10,130,909,0.9657783719548426,0.89,23,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,130,911,0.9774930001772106,0.93,7,3,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,130,912,0.933572548366666,0.66,,0,
exp2_np27_rho005_alpha10,27,0.05,10,130,913,0.9558724331224332,0.86,48,2,3.0
exp2_np27_rho005_alpha10,27,0.05,10,130,916,0.9591531393443157,0.87,18,10,1.1
exp2_np27_rho005_alpha10,27,0.05,10,130,926,0.9150227827727826,0.68,,0,
exp2_np27_rho005_alpha10,27,0.05,10,131,904,0.9326802732347893,0.7,53,7,1.1428571428571428
exp2_np27_rho005_alpha10,27,0.05,10,131,908,0.8883436013376351,0.57,44,2,3.0
exp2_np27_rho005_alpha10,27,0.05,10,131,909,0.9277187802393685,0.72,29,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,131,912,0.9540475774225776,0.83,12,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,131,913,0.9472428713387131,0.85,24,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,131,918,0.9696158856494383,0.89,32,0,
exp2_np27_rho005_alpha10,27,0.05,10,131,922,0.9569922726482324,0.79,67,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,131,924,0.965775068814391,0.87,1,12,1.0833333333333333
exp2_np27_rho005_alpha10,27,0.05,10,131,927,0.9992307692307691,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,132,902,0.9647915746534167,0.83,46,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,132,904,0.9609588954951858,0.86,40,0,
exp2_np27_rho005_alpha10,27,0.05,10,132,905,0.9211898484791707,0.66,39,16,1.3125
exp2_np27_rho005_alpha10,27,0.05,10,132,906,0.9318228873874035,0.76,28,5,1.6
exp2_np27_rho005_alpha10,27,0.05,10,132,912,0.9442173791121159,0.79,1,14,1.5
exp2_np27_rho005_alpha10,27,0.05,10,132,913,0.9502756587282448,0.83,36,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,132,918,0.960572041378627,0.86,35,1,
exp2_np27_rho005_alpha10,27,0.05,10,132,920,0.9624710126474832,0.89,23,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,132,923,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,135,902,0.9252478160894577,0.75,68,0,
exp2_np27_rho005_alpha10,27,0.05,10,135,908,0.9958333333333335,0.98,3,0,
exp2_np27_rho005_alpha10,27,0.05,10,135,913,0.9467060917238935,0.81,21,10,1.5555555555555556
exp2_np27_rho005_alpha10,27,0.05,10,135,915,0.995,0.99,1,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,135,917,0.9565839593413124,0.84,5,10,1.4
exp2_np27_rho005_alpha10,27,0.05,10,135,920,0.9317136422401127,0.72,,0,
exp2_np27_rho005_alpha10,27,0.05,10,135,922,0.9546912907839682,0.85,19,4,2.25
exp2_np27_rho005_alpha10,27,0.05,10,135,924,0.9104942611997566,0.66,27,10,1.3
exp2_np27_rho005_alpha10,27,0.05,10,135,926,0.9536809460147695,0.85,1,10,1.5
exp2_np27_rho005_alpha10,27,0.05,10,133,901,0.9509243811743812,0.79,1,19,1.1111111111111112
exp2_np27_rho005_alpha10,27,0.05,10,133,902,1.0,1.0,1,0,
exp2_np27_rho005_alpha10,27,0.05,10,133,906,0.9859155241043785,0.97,8,0,
exp2_np27_rho005_alpha10,27,0.05,10,133,910,0.9327200916558502,0.77,42,0,
exp2_np27_rho005_alpha10,27,0.05,10,133,911,0.9404722110105236,0.74,,0,
exp2_np27_rho005_alpha10,27,0.05,10,133,912,0.9696274297597828,0.89,1,8,1.375
exp2_np27_rho005_alpha10,27,0.05,10,133,916,0.9182022977022979,0.7,57,6,1.6666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,133,925,0.8911886366165206,0.56,,0,
exp2_np27_rho005_alpha10,27,0.05,10,133,927,0.9485693750693751,0.82,38,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,134,901,0.9484425595044789,0.77,19,4,3.75
exp2_np27_rho005_alpha10,27,0.05,10,134,905,0.9288437125889172,0.75,24,11,1.1818181818181819
exp2_np27_rho005_alpha10,27,0.05,10,134,906,0.9397368778458595,0.82,17,8,1.75
exp2_np27_rho005_alpha10,27,0.05,10,134,909,0.9859362193362193,0.93,17,1,1.0
exp2_np27_rho005_alpha10,27,0.05,10,134,911,0.9437760417089686,0.82,23,8,1.125
exp2_np27_rho005_alpha10,27,0.05,10,134,912,0.962818728656964,0.86,32,0,
exp2_np27_rho005_alpha10,27,0.05,10,134,914,0.9927083333333334,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,134,919,0.9895518207282913,0.96,11,0,
exp2_np27_rho005_alpha10,27,0.05,10,134,925,0.8889878120245767,0.63,,0,
exp2_np27_rho005_alpha10,27,0.05,10,137,902,0.9530737851329957,0.82,30,9,1.25
exp2_np27_rho005_alpha10,27,0.05,10,137,904,0.9595167245035664,0.86,13,7,1.1666666666666667
exp2_np27_rho005_alpha10,27,0.05,10,137,907,0.9290148854413559,0.67,64,4,2.75
exp2_np27_rho005_alpha10,27,0.05,10,137,909,0.9157138056731711,0.7,40,12,1.3333333333333333
exp2_np27_rho005_alpha10,27,0.05,10,137,910,0.9684382357408674,0.89,18,2,1.0
exp2_np27_rho005_alpha10,27,0.05,10,137,917,0.9155944643591702,0.64,,0,
exp2_np27_rho005_alpha10,27,0.05,10,137,918,0.9616666111666113,0.87,24,1,
exp2_np27_rho005_alpha10,27,0.05,10,137,920,0.9934444444444445,0.98,1,1,2.0
exp2_np27_rho005_alpha10,27,0.05,10,137,927,0.9275707811710133,0.74,66,0,
exp2_np27_rho005_alpha10,27,0.05,10,138,901,0.9713132125760003,0.89,14,2,1.5
exp2_np27_rho005_alpha10,27,0.05,10,138,902,0.97310125985126,0.87,8,11,1.0909090909090908
exp2_np27_rho005_alpha10,27,0.05,10,138,903,0.9877424528384894,0.97,1,3,1.0
exp2_np27_rho005_alpha10,27,0.05,10,138,905,0.9960869565217391,0.99,1,1,
exp2_np27_rho005_alpha10,27,0.05,10,138,906,0.9776611984506721,0.92,9,7,1.0
