config,n_platforms,rho_e,alpha,iteration,platform_id,burst_index,burst_step,burst_size
exp2_np27_rho005_alpha10,27,0.05,10,93,922,1,16,15.0
exp2_np27_rho005_alpha10,27,0.05,10,93,923,0,97,21.0
exp2_np27_rho005_alpha10,27,0.05,10,93,926,0,6,13.0
exp2_np27_rho005_alpha10,27,0.05,10,93,927,0,38,11.0
exp2_np27_rho005_alpha10,27,0.05,10,93,927,1,85,16.0
exp2_np27_rho005_alpha10,27,0.05,10,95,901,0,40,16.0
exp2_np27_rho005_alpha10,27,0.05,10,95,901,1,88,13.0
exp2_np27_rho005_alpha10,27,0.05,10,95,902,0,24,10.0
exp2_np27_rho005_alpha10,27,0.05,10,95,904,0,17,22.0
exp2_np27_rho005_alpha10,27,0.05,10,95,904,1,95,14.0
exp2_np27_rho005_alpha10,27,0.05,10,95,908,0,74,18.0
exp2_np27_rho005_alpha10,27,0.05,10,95,909,0,6,12.0
exp2_np27_rho005_alpha10,27,0.05,10,95,909,1,29,19.0
exp2_np27_rho005_alpha10,27,0.05,10,95,909,2,37,19.0
exp2_np27_rho005_alpha10,27,0.05,10,95,909,3,69,13.0
exp2_np27_rho005_alpha10,27,0.05,10,95,909,4,87,12.0
exp2_np27_rho005_alpha10,27,0.05,10,95,910,0,4,12.0
exp2_np27_rho005_alpha10,27,0.05,10,95,912,0,13,10.0
exp2_np27_rho005_alpha10,27,0.05,10,95,912,1,42,16.0
exp2_np27_rho005_alpha10,27,0.05,10,95,912,2,94,11.0
exp2_np27_rho005_alpha10,27,0.05,10,95,913,0,48,19.0
exp2_np27_rho005_alpha10,27,0.05,10,95,914,0,15,10.0
exp2_np27_rho005_alpha10,27,0.05,10,95,914,1,99,13.0
exp2_np27_rho005_alpha10,27,0.05,10,95,915,0,26,15.0
exp2_np27_rho005_alpha10,27,0.05,10,95,915,1,31,21.0
exp2_np27_rho005_alpha10,27,0.05,10,95,915,2,38,19.0
exp2_np27_rho005_alpha10,27,0.05,10,95,915,3,51,19.0
exp2_np27_rho005_alpha10,27,0.05,10,95,916,0,46,18.0
exp2_np27_rho005_alpha10,27,0.05,10,95,916,1,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,95,918,0,65,21.0
exp2_np27_rho005_alpha10,27,0.05,10,95,919,0,8,16.0
exp2_np27_rho005_alpha10,27,0.05,10,95,919,1,20,11.0
exp2_np27_rho005_alpha10,27,0.05,10,95,919,2,85,25.0
exp2_np27_rho005_alpha10,27,0.05,10,95,919,3,89,12.0
exp2_np27_rho005_alpha10,27,0.05,10,95,921,0,83,24.0
exp2_np27_rho005_alpha10,27,0.05,10,95,924,0,10,16.0
exp2_np27_rho005_alpha10,27,0.05,10,95,924,1,92,14.0
exp2_np27_rho005_alpha10,27,0.05,10,95,926,0,18,13.0
exp2_np27_rho005_alpha10,27,0.05,10,96,908,0,7,14.0
exp2_np27_rho005_alpha10,27,0.05,10,96,908,1,14,12.0
exp2_np27_rho005_alpha10,27,0.05,10,96,909,0,12,10.0
exp2_np27_rho005_alpha10,27,0.05,10,96,909,1,92,10.0
exp2_np27_rho005_alpha10,27,0.05,10,96,910,0,91,19.0
exp2_np27_rho005_alpha10,27,0.05,10,96,912,0,60,15.0
exp2_np27_rho005_alpha10,27,0.05,10,96,912,1,87,12.0
exp2_np27_rho005_alpha10,27,0.05,10,96,914,0,95,10.0
exp2_np27_rho005_alpha10,27,0.05,10,96,915,0,69,16.0
exp2_np27_rho005_alpha10,27,0.05,10,96,915,1,89,12.0
exp2_np27_rho005_alpha10,27,0.05,10,96,915,2,97,10.0
exp2_np27_rho005_alpha10,27,0.05,10,96,919,0,67,16.0
exp2_np27_rho005_alpha10,27,0.05,10,96,921,0,74,11.0
exp2_np27_rho005_alpha10,27,0.05,10,96,922,0,98,19.0
exp2_np27_rho005_alpha10,27,0.05,10,96,927,0,78,11.0
exp2_np27_rho005_alpha10,27,0.05,10,98,904,0,16,13.0
exp2_np27_rho005_alpha10,27,0.05,10,98,904,1,20,12.0
exp2_np27_rho005_alpha10,27,0.05,10,98,904,2,90,20.0
exp2_np27_rho005_alpha10,27,0.05,10,98,906,0,34,10.0
exp2_np27_rho005_alpha10,27,0.05,10,98,907,0,3,10.0
exp2_np27_rho005_alpha10,27,0.05,10,98,908,0,24,12.0
exp2_np27_rho005_alpha10,27,0.05,10,98,908,1,71,12.0
exp2_np27_rho005_alpha10,27,0.05,10,98,908,2,84,12.0
exp2_np27_rho005_alpha10,27,0.05,10,98,909,0,18,13.0
exp2_np27_rho005_alpha10,27,0.05,10,98,910,0,13,13.0
exp2_np27_rho005_alpha10,27,0.05,10,98,910,1,33,13.0
exp2_np27_rho005_alpha10,27,0.05,10,98,910,2,73,12.0
exp2_np27_rho005_alpha10,27,0.05,10,98,910,3,88,20.0
exp2_np27_rho005_alpha10,27,0.05,10,98,911,0,36,18.0
exp2_np27_rho005_alpha10,27,0.05,10,98,911,1,98,20.0
exp2_np27_rho005_alpha10,27,0.05,10,98,913,0,26,14.0
exp2_np27_rho005_alpha10,27,0.05,10,98,913,1,43,11.0
exp2_np27_rho005_alpha10,27,0.05,10,98,913,2,75,16.0
exp2_np27_rho005_alpha10,27,0.05,10,98,920,0,55,16.0
exp2_np27_rho005_alpha10,27,0.05,10,98,920,1,94,20.0
exp2_np27_rho005_alpha10,27,0.05,10,98,921,0,86,14.0
exp2_np27_rho005_alpha10,27,0.05,10,98,925,0,38,18.0
exp2_np27_rho005_alpha10,27,0.05,10,98,927,0,41,11.0
exp2_np27_rho005_alpha10,27,0.05,10,98,927,1,46,10.0
exp2_np27_rho005_alpha10,27,0.05,10,97,902,0,33,17.0
exp2_np27_rho005_alpha10,27,0.05,10,97,902,1,42,14.0
exp2_np27_rho005_alpha10,27,0.05,10,97,902,2,79,24.0
exp2_np27_rho005_alpha10,27,0.05,10,97,902,3,86,10.0
exp2_np27_rho005_alpha10,27,0.05,10,97,904,0,97,10.0
exp2_np27_rho005_alpha10,27,0.05,10,97,907,0,83,15.0
exp2_np27_rho005_alpha10,27,0.05,10,97,908,0,48,14.0
exp2_np27_rho005_alpha10,27,0.05,10,97,908,1,74,15.0
exp2_np27_rho005_alpha10,27,0.05,10,97,911,0,88,10.0
exp2_np27_rho005_alpha10,27,0.05,10,97,914,0,45,21.0
exp2_np27_rho005_alpha10,27,0.05,10,97,914,1,55,14.0
exp2_np27_rho005_alpha10,27,0.05,10,97,914,2,73,23.0
exp2_np27_rho005_alpha10,27,0.05,10,97,916,0,9,14.0
exp2_np27_rho005_alpha10,27,0.05,10,97,916,1,35,17.0
exp2_np27_rho005_alpha10,27,0.05,10,97,916,2,82,12.0
exp2_np27_rho005_alpha10,27,0.05,10,97,919,0,67,14.0
exp2_np27_rho005_alpha10,27,0.05,10,97,921,0,23,13.0
exp2_np27_rho005_alpha10,27,0.05,10,97,921,1,75,15.0
exp2_np27_rho005_alpha10,27,0.05,10,97,923,0,43,16.0
exp2_np27_rho005_alpha10,27,0.05,10,97,923,1,62,11.0
exp2_np27_rho005_alpha10,27,0.05,10,97,923,2,72,23.0
exp2_np27_rho005_alpha10,27,0.05,10,97,924,0,65,20.0
exp2_np27_rho005_alpha10,27,0.05,10,97,924,1,71,23.0
exp2_np27_rho005_alpha10,27,0.05,10,97,926,0,93,10.0
exp2_np27_rho005_alpha10,27,0.05,10,99,901,0,74,10.0
exp2_np27_rho005_alpha10,27,0.05,10,103,901,0,82,11.0
exp2_np27_rho005_alpha10,27,0.05,10,103,903,0,37,13.0
exp2_np27_rho005_alpha10,27,0.05,10,103,913,0,62,14.0
exp2_np27_rho005_alpha10,27,0.05,10,103,913,1,83,14.0
exp2_np27_rho005_alpha10,27,0.05,10,103,917,0,65,10.0
exp2_np27_rho005_alpha10,27,0.05,10,103,918,0,56,10.0
exp2_np27_rho005_alpha10,27,0.05,10,103,922,0,35,10.0
exp2_np27_rho005_alpha10,27,0.05,10,103,925,0,85,14.0
exp2_np27_rho005_alpha10,27,0.05,10,102,903,0,69,17.0
exp2_np27_rho005_alpha10,27,0.05,10,102,903,1,99,16.0
exp2_np27_rho005_alpha10,27,0.05,10,102,904,0,15,13.0
exp2_np27_rho005_alpha10,27,0.05,10,102,905,0,22,16.0
exp2_np27_rho005_alpha10,27,0.05,10,102,905,1,85,13.0
exp2_np27_rho005_alpha10,27,0.05,10,102,906,0,25,16.0
exp2_np27_rho005_alpha10,27,0.05,10,102,913,0,17,13.0
exp2_np27_rho005_alpha10,27,0.05,10,102,913,1,83,15.0
exp2_np27_rho005_alpha10,27,0.05,10,102,914,0,13,13.0
exp2_np27_rho005_alpha10,27,0.05,10,102,915,0,57,17.0
exp2_np27_rho005_alpha10,27,0.05,10,102,915,1,80,10.0
exp2_np27_rho005_alpha10,27,0.05,10,102,919,0,66,11.0
exp2_np27_rho005_alpha10,27,0.05,10,102,919,1,75,17.0
exp2_np27_rho005_alpha10,27,0.05,10,102,923,0,20,16.0
exp2_np27_rho005_alpha10,27,0.05,10,102,926,0,77,17.0
exp2_np27_rho005_alpha10,27,0.05,10,105,902,0,48,26.0
exp2_np27_rho005_alpha10,27,0.05,10,105,902,1,63,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,902,2,69,24.0
exp2_np27_rho005_alpha10,27,0.05,10,105,902,3,87,13.0
exp2_np27_rho005_alpha10,27,0.05,10,105,907,0,27,26.0
exp2_np27_rho005_alpha10,27,0.05,10,105,907,1,46,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,909,0,23,15.0
exp2_np27_rho005_alpha10,27,0.05,10,105,909,1,46,12.0
exp2_np27_rho005_alpha10,27,0.05,10,105,909,2,74,15.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,0,25,11.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,1,28,24.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,2,49,26.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,3,54,12.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,4,61,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,910,5,66,18.0
exp2_np27_rho005_alpha10,27,0.05,10,105,911,0,13,11.0
exp2_np27_rho005_alpha10,27,0.05,10,105,913,0,82,10.0
exp2_np27_rho005_alpha10,27,0.05,10,105,917,0,21,13.0
exp2_np27_rho005_alpha10,27,0.05,10,105,917,1,59,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,917,2,93,16.0
exp2_np27_rho005_alpha10,27,0.05,10,105,917,3,99,25.0
exp2_np27_rho005_alpha10,27,0.05,10,105,919,0,64,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,920,0,17,19.0
exp2_np27_rho005_alpha10,27,0.05,10,105,921,0,26,22.0
exp2_np27_rho005_alpha10,27,0.05,10,105,923,0,51,16.0
exp2_np27_rho005_alpha10,27,0.05,10,105,924,0,52,26.0
exp2_np27_rho005_alpha10,27,0.05,10,105,924,1,86,18.0
exp2_np27_rho005_alpha10,27,0.05,10,105,925,0,50,26.0
exp2_np27_rho005_alpha10,27,0.05,10,105,925,1,54,14.0
exp2_np27_rho005_alpha10,27,0.05,10,105,926,0,18,13.0
exp2_np27_rho005_alpha10,27,0.05,10,105,926,1,72,11.0
exp2_np27_rho005_alpha10,27,0.05,10,105,926,2,95,16.0
exp2_np27_rho005_alpha10,27,0.05,10,105,927,0,62,14.0
exp2_np27_rho005_alpha10,27,0.05,10,100,902,0,46,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,903,0,85,28.0
exp2_np27_rho005_alpha10,27,0.05,10,100,904,0,54,27.0
exp2_np27_rho005_alpha10,27,0.05,10,100,904,1,74,15.0
exp2_np27_rho005_alpha10,27,0.05,10,100,906,0,29,18.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,0,28,11.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,1,31,21.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,2,42,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,3,48,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,4,62,11.0
exp2_np27_rho005_alpha10,27,0.05,10,100,907,5,82,28.0
exp2_np27_rho005_alpha10,27,0.05,10,100,908,0,39,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,909,0,35,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,909,1,66,12.0
exp2_np27_rho005_alpha10,27,0.05,10,100,912,0,44,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,913,0,78,11.0
exp2_np27_rho005_alpha10,27,0.05,10,100,915,0,60,27.0
exp2_np27_rho005_alpha10,27,0.05,10,100,915,1,78,13.0
exp2_np27_rho005_alpha10,27,0.05,10,100,915,2,88,14.0
exp2_np27_rho005_alpha10,27,0.05,10,100,916,0,79,24.0
exp2_np27_rho005_alpha10,27,0.05,10,100,920,0,62,10.0
exp2_np27_rho005_alpha10,27,0.05,10,100,924,0,81,28.0
exp2_np27_rho005_alpha10,27,0.05,10,100,925,0,64,22.0
exp2_np27_rho005_alpha10,27,0.05,10,100,927,0,36,26.0
exp2_np27_rho005_alpha10,27,0.05,10,100,927,1,86,14.0
exp2_np27_rho005_alpha10,27,0.05,10,101,901,0,19,13.0
exp2_np27_rho005_alpha10,27,0.05,10,101,901,1,49,18.0
exp2_np27_rho005_alpha10,27,0.05,10,101,903,0,12,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,904,0,23,13.0
exp2_np27_rho005_alpha10,27,0.05,10,101,908,0,94,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,911,0,28,11.0
exp2_np27_rho005_alpha10,27,0.05,10,101,914,0,16,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,914,1,42,17.0
exp2_np27_rho005_alpha10,27,0.05,10,101,916,0,11,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,916,1,18,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,917,0,26,15.0
exp2_np27_rho005_alpha10,27,0.05,10,101,918,0,33,11.0
exp2_np27_rho005_alpha10,27,0.05,10,101,918,1,56,11.0
exp2_np27_rho005_alpha10,27,0.05,10,101,919,0,9,10.0
exp2_np27_rho005_alpha10,27,0.05,10,101,919,1,34,15.0
exp2_np27_rho005_alpha10,27,0.05,10,101,919,2,58,11.0
exp2_np27_rho005_alpha10,27,0.05,10,101,919,3,69,12.0
exp2_np27_rho005_alpha10,27,0.05,10,101,921,0,55,14.0
exp2_np27_rho005_alpha10,27,0.05,10,101,923,0,40,16.0
exp2_np27_rho005_alpha10,27,0.05,10,101,924,0,67,12.0
exp2_np27_rho005_alpha10,27,0.05,10,101,925,0,47,18.0
exp2_np27_rho005_alpha10,27,0.05,10,101,925,1,90,10.0
exp2_np27_rho005_alpha10,27,0.05,10,106,901,0,48,16.0
exp2_np27_rho005_alpha10,27,0.05,10,106,901,1,67,11.0
exp2_np27_rho005_alpha10,27,0.05,10,106,901,2,72,15.0
exp2_np27_rho005_alpha10,27,0.05,10,106,901,3,80,17.0
exp2_np27_rho005_alpha10,27,0.05,10,106,901,4,92,14.0
exp2_np27_rho005_alpha10,27,0.05,10,106,902,0,13,20.0
exp2_np27_rho005_alpha10,27,0.05,10,106,902,1,78,15.0
exp2_np27_rho005_alpha10,27,0.05,10,106,904,0,42,13.0
exp2_np27_rho005_alpha10,27,0.05,10,106,904,1,58,11.0
exp2_np27_rho005_alpha10,27,0.05,10,106,904,2,87,14.0
exp2_np27_rho005_alpha10,27,0.05,10,106,905,0,55,21.0
exp2_np27_rho005_alpha10,27,0.05,10,106,905,1,99,19.0
exp2_np27_rho005_alpha10,27,0.05,10,106,907,0,12,19.0
exp2_np27_rho005_alpha10,27,0.05,10,106,907,1,50,21.0
exp2_np27_rho005_alpha10,27,0.05,10,106,907,2,85,14.0
exp2_np27_rho005_alpha10,27,0.05,10,106,908,0,45,15.0
exp2_np27_rho005_alpha10,27,0.05,10,106,908,1,58,10.0
exp2_np27_rho005_alpha10,27,0.05,10,106,909,0,49,21.0
exp2_np27_rho005_alpha10,27,0.05,10,106,912,0,37,10.0
exp2_np27_rho005_alpha10,27,0.05,10,106,913,0,8,17.0
exp2_np27_rho005_alpha10,27,0.05,10,106,913,1,68,12.0
exp2_np27_rho005_alpha10,27,0.05,10,106,913,2,97,19.0
exp2_np27_rho005_alpha10,27,0.05,10,106,914,0,9,17.0
exp2_np27_rho005_alpha10,27,0.05,10,106,914,1,44,19.0
exp2_np27_rho005_alpha10,27,0.05,10,106,915,0,75,15.0
exp2_np27_rho005_alpha10,27,0.05,10,106,915,1,83,14.0
exp2_np27_rho005_alpha10,27,0.05,10,106,917,0,20,20.0
exp2_np27_rho005_alpha10,27,0.05,10,106,917,1,40,13.0
exp2_np27_rho005_alpha10,27,0.05,10,106,926,0,4,13.0
exp2_np27_rho005_alpha10,27,0.05,10,106,926,1,15,20.0
exp2_np27_rho005_alpha10,27,0.05,10,106,926,2,31,15.0
exp2_np27_rho005_alpha10,27,0.05,10,106,926,3,62,10.0
exp2_np27_rho005_alpha10,27,0.05,10,108,902,0,90,24.0
exp2_np27_rho005_alpha10,27,0.05,10,108,904,0,35,18.0
exp2_np27_rho005_alpha10,27,0.05,10,108,905,0,40,19.0
exp2_np27_rho005_alpha10,27,0.05,10,108,907,0,28,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,908,0,65,21.0
exp2_np27_rho005_alpha10,27,0.05,10,108,908,1,69,11.0
exp2_np27_rho005_alpha10,27,0.05,10,108,908,2,96,10.0
exp2_np27_rho005_alpha10,27,0.05,10,108,910,0,63,17.0
exp2_np27_rho005_alpha10,27,0.05,10,108,910,1,78,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,912,0,76,11.0
exp2_np27_rho005_alpha10,27,0.05,10,108,913,0,29,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,913,1,38,18.0
exp2_np27_rho005_alpha10,27,0.05,10,108,913,2,96,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,914,0,30,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,914,1,82,11.0
exp2_np27_rho005_alpha10,27,0.05,10,108,914,2,86,19.0
exp2_np27_rho005_alpha10,27,0.05,10,108,914,3,99,17.0
exp2_np27_rho005_alpha10,27,0.05,10,108,917,0,26,13.0
exp2_np27_rho005_alpha10,27,0.05,10,108,917,1,91,24.0
exp2_np27_rho005_alpha10,27,0.05,10,108,919,0,45,10.0
exp2_np27_rho005_alpha10,27,0.05,10,108,924,0,84,19.0
exp2_np27_rho005_alpha10,27,0.05,10,108,924,1,94,24.0
exp2_np27_rho005_alpha10,27,0.05,10,108,926,0,49,14.0
exp2_np27_rho005_alpha10,27,0.05,10,108,926,1,98,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,902,0,35,13.0
exp2_np27_rho005_alpha10,27,0.05,10,107,902,1,81,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,904,0,44,15.0
exp2_np27_rho005_alpha10,27,0.05,10,107,904,1,53,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,904,2,97,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,905,0,27,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,909,0,32,13.0
exp2_np27_rho005_alpha10,27,0.05,10,107,911,0,43,14.0
exp2_np27_rho005_alpha10,27,0.05,10,107,911,1,86,20.0
exp2_np27_rho005_alpha10,27,0.05,10,107,913,0,29,12.0
exp2_np27_rho005_alpha10,27,0.05,10,107,913,1,88,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,917,0,51,11.0
exp2_np27_rho005_alpha10,27,0.05,10,107,921,0,15,10.0
exp2_np27_rho005_alpha10,27,0.05,10,107,922,0,92,18.0
exp2_np27_rho005_alpha10,27,0.05,10,104,903,0,74,10.0
exp2_np27_rho005_alpha10,27,0.05,10,104,904,0,60,19.0
exp2_np27_rho005_alpha10,27,0.05,10,104,904,1,71,15.0
exp2_np27_rho005_alpha10,27,0.05,10,104,912,0,57,12.0
exp2_np27_rho005_alpha10,27,0.05,10,104,916,0,21,10.0
exp2_np27_rho005_alpha10,27,0.05,10,104,917,0,16,12.0
exp2_np27_rho005_alpha10,27,0.05,10,104,919,0,18,15.0
exp2_np27_rho005_alpha10,27,0.05,10,104,919,1,46,10.0
exp2_np27_rho005_alpha10,27,0.05,10,104,923,0,64,12.0
exp2_np27_rho005_alpha10,27,0.05,10,104,924,0,37,13.0
exp2_np27_rho005_alpha10,27,0.05,10,104,924,1,58,19.0
exp2_np27_rho005_alpha10,27,0.05,10,111,901,0,11,10.0
exp2_np27_rho005_alpha10,27,0.05,10,111,901,1,32,14.0
exp2_np27_rho005_alpha10,27,0.05,10,111,903,0,51,17.0
exp2_np27_rho005_alpha10,27,0.05,10,111,905,0,15,12.0
exp2_np27_rho005_alpha10,27,0.05,10,111,905,1,45,11.0
exp2_np27_rho005_alpha10,27,0.05,10,111,911,0,19,12.0
exp2_np27_rho005_alpha10,27,0.05,10,111,911,1,53,17.0
exp2_np27_rho005_alpha10,27,0.05,10,111,917,0,49,17.0
exp2_np27_rho005_alpha10,27,0.05,10,111,918,0,13,10.0
exp2_np27_rho005_alpha10,27,0.05,10,111,918,1,47,11.0
exp2_np27_rho005_alpha10,27,0.05,10,111,918,2,61,15.0
exp2_np27_rho005_alpha10,27,0.05,10,109,903,0,66,10.0
exp2_np27_rho005_alpha10,27,0.05,10,109,904,0,48,17.0
exp2_np27_rho005_alpha10,27,0.05,10,109,904,1,55,13.0
exp2_np27_rho005_alpha10,27,0.05,10,109,907,0,68,15.0
exp2_np27_rho005_alpha10,27,0.05,10,109,908,0,70,11.0
exp2_np27_rho005_alpha10,27,0.05,10,109,909,0,50,17.0
exp2_np27_rho005_alpha10,27,0.05,10,109,909,1,81,14.0
exp2_np27_rho005_alpha10,27,0.05,10,109,910,0,19,13.0
exp2_np27_rho005_alpha10,27,0.05,10,109,910,1,63,20.0
exp2_np27_rho005_alpha10,27,0.05,10,109,910,2,93,16.0
exp2_np27_rho005_alpha10,27,0.05,10,109,911,0,45,13.0
exp2_np27_rho005_alpha10,27,0.05,10,109,911,1,89,14.0
exp2_np27_rho005_alpha10,27,0.05,10,109,911,2,96,16.0
exp2_np27_rho005_alpha10,27,0.05,10,109,916,0,52,17.0
exp2_np27_rho005_alpha10,27,0.05,10,109,918,0,59,13.0
exp2_np27_rho005_alpha10,27,0.05,10,109,924,0,54,13.0
exp2_np27_rho005_alpha10,27,0.05,10,109,927,0,91,16.0
exp2_np27_rho005_alpha10,27,0.05,10,110,901,0,39,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,903,0,51,13.0
exp2_np27_rho005_alpha10,27,0.05,10,110,906,0,85,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,906,1,90,16.0
exp2_np27_rho005_alpha10,27,0.05,10,110,906,2,98,18.0
exp2_np27_rho005_alpha10,27,0.05,10,110,908,0,41,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,908,1,54,13.0
exp2_np27_rho005_alpha10,27,0.05,10,110,908,2,62,18.0
exp2_np27_rho005_alpha10,27,0.05,10,110,908,3,88,16.0
exp2_np27_rho005_alpha10,27,0.05,10,110,909,0,31,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,909,1,48,10.0
exp2_np27_rho005_alpha10,27,0.05,10,110,912,0,58,17.0
exp2_np27_rho005_alpha10,27,0.05,10,110,915,0,92,17.0
exp2_np27_rho005_alpha10,27,0.05,10,110,916,0,50,10.0
exp2_np27_rho005_alpha10,27,0.05,10,110,916,1,87,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,921,0,53,13.0
exp2_np27_rho005_alpha10,27,0.05,10,110,921,1,60,18.0
exp2_np27_rho005_alpha10,27,0.05,10,110,924,0,94,18.0
exp2_np27_rho005_alpha10,27,0.05,10,110,925,0,33,11.0
exp2_np27_rho005_alpha10,27,0.05,10,110,925,1,96,12.0
exp2_np27_rho005_alpha10,27,0.05,10,112,901,0,35,18.0
exp2_np27_rho005_alpha10,27,0.05,10,112,903,0,41,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,903,1,59,11.0
exp2_np27_rho005_alpha10,27,0.05,10,112,906,0,52,13.0
exp2_np27_rho005_alpha10,27,0.05,10,112,906,1,66,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,911,0,48,23.0
exp2_np27_rho005_alpha10,27,0.05,10,112,912,0,37,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,912,1,63,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,912,2,91,11.0
exp2_np27_rho005_alpha10,27,0.05,10,112,917,0,44,11.0
exp2_np27_rho005_alpha10,27,0.05,10,112,917,1,47,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,917,2,49,23.0
exp2_np27_rho005_alpha10,27,0.05,10,112,918,0,51,12.0
exp2_np27_rho005_alpha10,27,0.05,10,112,923,0,46,20.0
exp2_np27_rho005_alpha10,27,0.05,10,112,923,1,80,11.0
exp2_np27_rho005_alpha10,27,0.05,10,112,924,0,62,17.0
exp2_np27_rho005_alpha10,27,0.05,10,112,926,0,36,18.0
exp2_np27_rho005_alpha10,27,0.05,10,113,901,0,39,18.0
exp2_np27_rho005_alpha10,27,0.05,10,113,901,1,47,14.0
exp2_np27_rho005_alpha10,27,0.05,10,113,901,2,52,25.0
exp2_np27_rho005_alpha10,27,0.05,10,113,901,3,79,28.0
exp2_np27_rho005_alpha10,27,0.05,10,113,902,0,81,11.0
exp2_np27_rho005_alpha10,27,0.05,10,113,902,1,96,12.0
exp2_np27_rho005_alpha10,27,0.05,10,113,906,0,14,10.0
exp2_np27_rho005_alpha10,27,0.05,10,113,906,1,65,28.0
exp2_np27_rho005_alpha10,27,0.05,10,113,907,0,23,12.0
exp2_np27_rho005_alpha10,27,0.05,10,113,907,1,67,14.0
exp2_np27_rho005_alpha10,27,0.05,10,113,907,2,77,28.0
exp2_np27_rho005_alpha10,27,0.05,10,113,916,0,31,17.0
exp2_np27_rho005_alpha10,27,0.05,10,113,916,1,61,15.0
exp2_np27_rho005_alpha10,27,0.05,10,113,916,2,80,19.0
exp2_np27_rho005_alpha10,27,0.05,10,113,916,3,88,22.0
exp2_np27_rho005_alpha10,27,0.05,10,113,917,0,50,25.0
exp2_np27_rho005_alpha10,27,0.05,10,113,917,1,75,28.0
exp2_np27_rho005_alpha10,27,0.05,10,113,918,0,34,17.0
exp2_np27_rho005_alpha10,27,0.05,10,113,918,1,62,25.0
exp2_np27_rho005_alpha10,27,0.05,10,113,919,0,19,17.0
exp2_np27_rho005_alpha10,27,0.05,10,113,919,1,37,18.0
exp2_np27_rho005_alpha10,27,0.05,10,113,919,2,58,18.0
exp2_np27_rho005_alpha10,27,0.05,10,113,919,3,95,12.0
exp2_np27_rho005_alpha10,27,0.05,10,113,923,0,15,10.0
exp2_np27_rho005_alpha10,27,0.05,10,113,923,1,53,14.0
exp2_np27_rho005_alpha10,27,0.05,10,113,925,0,29,17.0
exp2_np27_rho005_alpha10,27,0.05,10,113,925,1,68,28.0
exp2_np27_rho005_alpha10,27,0.05,10,113,925,2,82,13.0
exp2_np27_rho005_alpha10,27,0.05,10,113,926,0,59,15.0
exp2_np27_rho005_alpha10,27,0.05,10,113,926,1,67,14.0
exp2_np27_rho005_alpha10,27,0.05,10,114,901,0,15,13.0
exp2_np27_rho005_alpha10,27,0.05,10,114,901,1,75,15.0
exp2_np27_rho005_alpha10,27,0.05,10,114,901,2,90,12.0
exp2_np27_rho005_alpha10,27,0.05,10,114,902,0,24,20.0
exp2_np27_rho005_alpha10,27,0.05,10,114,902,1,79,25.0
exp2_np27_rho005_alpha10,27,0.05,10,114,902,2,95,18.0
