config,n_platforms,rho_e,alpha,iteration,platform_id,burst_index,burst_step,burst_size
exp2_np27_rho015_alpha2,27,0.15,2,142,925,9,62,49.0
exp2_np27_rho015_alpha2,27,0.15,2,142,925,10,80,74.0
exp2_np27_rho015_alpha2,27,0.15,2,142,925,11,89,63.0
exp2_np27_rho015_alpha2,27,0.15,2,142,925,12,99,19.0
exp2_np27_rho015_alpha2,27,0.15,2,142,926,0,27,24.0
exp2_np27_rho015_alpha2,27,0.15,2,142,926,1,35,23.0
exp2_np27_rho015_alpha2,27,0.15,2,142,926,2,43,13.0
exp2_np27_rho015_alpha2,27,0.15,2,142,926,3,95,38.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,0,1,26.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,1,7,17.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,2,19,13.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,3,26,50.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,4,32,20.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,5,35,10.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,6,50,18.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,7,57,13.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,8,60,74.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,9,71,74.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,10,83,46.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,11,91,29.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,12,94,11.0
exp2_np27_rho015_alpha2,27,0.15,2,142,927,13,98,74.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,0,20,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,1,34,37.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,2,40,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,3,54,52.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,4,69,17.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,5,81,21.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,6,90,45.0
exp2_np27_rho015_alpha2,27,0.15,2,141,901,7,98,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,902,0,58,15.0
exp2_np27_rho015_alpha2,27,0.15,2,141,902,1,66,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,0,12,58.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,1,14,37.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,2,19,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,3,25,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,4,32,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,5,36,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,6,59,35.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,7,69,17.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,8,71,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,9,81,24.0
exp2_np27_rho015_alpha2,27,0.15,2,141,903,10,86,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,0,4,44.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,1,8,18.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,2,10,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,3,17,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,4,37,22.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,5,52,23.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,6,76,26.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,7,79,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,8,81,21.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,9,91,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,10,95,12.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,11,98,37.0
exp2_np27_rho015_alpha2,27,0.15,2,141,905,12,99,12.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,0,0,10.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,1,27,11.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,2,52,18.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,3,60,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,4,69,23.0
exp2_np27_rho015_alpha2,27,0.15,2,141,906,5,90,12.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,0,3,23.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,1,15,24.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,2,29,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,3,45,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,4,47,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,5,49,33.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,6,53,21.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,7,70,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,8,73,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,907,9,83,39.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,0,7,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,1,16,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,2,18,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,3,27,19.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,4,41,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,5,50,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,6,55,20.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,7,58,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,8,65,27.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,9,74,14.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,10,76,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,908,11,80,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,0,5,14.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,1,46,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,2,59,31.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,3,83,27.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,4,92,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,909,5,95,13.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,0,2,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,1,11,51.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,2,15,25.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,3,26,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,4,31,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,5,34,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,6,42,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,7,56,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,8,65,17.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,9,79,23.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,10,82,22.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,11,93,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,910,12,96,27.0
exp2_np27_rho015_alpha2,27,0.15,2,141,911,0,1,31.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,0,1,22.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,1,5,31.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,2,22,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,3,29,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,4,58,23.0
exp2_np27_rho015_alpha2,27,0.15,2,141,913,5,72,13.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,0,27,26.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,1,31,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,2,38,48.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,3,43,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,4,57,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,5,72,19.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,6,89,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,914,7,97,37.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,0,27,10.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,1,30,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,2,48,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,3,51,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,4,65,22.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,5,68,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,6,75,60.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,7,78,64.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,8,88,31.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,9,94,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,915,10,96,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,917,0,24,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,917,1,64,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,917,2,95,12.0
exp2_np27_rho015_alpha2,27,0.15,2,141,919,0,54,14.0
exp2_np27_rho015_alpha2,27,0.15,2,141,919,1,84,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,919,2,95,11.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,0,1,56.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,1,13,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,2,28,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,3,35,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,4,48,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,5,62,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,6,67,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,7,77,64.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,8,87,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,9,97,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,920,10,99,54.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,0,3,28.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,1,14,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,2,26,32.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,3,33,66.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,4,37,20.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,5,50,50.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,6,72,16.0
exp2_np27_rho015_alpha2,27,0.15,2,141,923,7,88,35.0
exp2_np27_rho015_alpha2,27,0.15,2,141,924,0,96,10.0
exp2_np27_rho015_alpha2,27,0.15,2,141,926,0,9,29.0
exp2_np27_rho015_alpha2,27,0.15,2,141,926,1,22,34.0
exp2_np27_rho015_alpha2,27,0.15,2,141,926,2,55,18.0
exp2_np27_rho015_alpha2,27,0.15,2,141,926,3,58,12.0
exp2_np27_rho015_alpha2,27,0.15,2,141,926,4,73,11.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,0,1,50.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,1,8,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,2,14,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,3,17,21.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,4,22,24.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,5,27,27.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,6,29,32.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,7,32,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,8,51,43.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,9,69,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,10,78,57.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,11,84,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,12,89,34.0
exp2_np27_rho015_alpha2,27,0.15,2,143,901,13,92,20.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,0,4,32.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,1,17,25.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,2,21,25.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,3,41,39.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,4,47,17.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,5,59,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,6,66,33.0
exp2_np27_rho015_alpha2,27,0.15,2,143,904,7,92,22.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,0,7,14.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,1,10,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,2,12,39.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,3,15,29.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,4,23,28.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,5,25,35.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,6,71,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,7,76,15.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,8,79,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,9,82,14.0
exp2_np27_rho015_alpha2,27,0.15,2,143,905,10,97,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,0,9,54.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,1,12,28.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,2,16,43.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,3,20,46.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,4,22,21.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,5,33,30.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,6,38,18.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,7,47,15.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,8,49,36.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,9,52,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,10,65,20.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,11,68,17.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,12,75,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,906,13,96,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,908,0,8,15.0
exp2_np27_rho015_alpha2,27,0.15,2,143,908,1,30,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,908,2,55,64.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,0,0,12.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,1,15,38.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,2,19,19.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,3,25,32.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,4,27,40.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,5,34,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,6,41,28.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,7,43,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,8,54,20.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,9,56,64.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,10,63,25.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,11,68,10.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,12,76,10.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,13,80,41.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,14,87,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,911,15,90,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,912,0,1,61.0
exp2_np27_rho015_alpha2,27,0.15,2,143,912,1,5,20.0
exp2_np27_rho015_alpha2,27,0.15,2,143,912,2,38,22.0
exp2_np27_rho015_alpha2,27,0.15,2,143,912,3,80,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,0,11,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,1,24,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,2,26,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,3,31,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,4,40,31.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,5,51,15.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,6,53,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,7,64,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,8,66,34.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,9,80,10.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,10,88,30.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,11,91,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,913,12,94,39.0
exp2_np27_rho015_alpha2,27,0.15,2,143,914,0,21,42.0
exp2_np27_rho015_alpha2,27,0.15,2,143,914,1,48,19.0
exp2_np27_rho015_alpha2,27,0.15,2,143,914,2,76,14.0
exp2_np27_rho015_alpha2,27,0.15,2,143,914,3,79,13.0
exp2_np27_rho015_alpha2,27,0.15,2,143,914,4,89,33.0
exp2_np27_rho015_alpha2,27,0.15,2,143,917,0,39,37.0
exp2_np27_rho015_alpha2,27,0.15,2,143,917,1,57,18.0
exp2_np27_rho015_alpha2,27,0.15,2,143,917,2,65,29.0
exp2_np27_rho015_alpha2,27,0.15,2,143,917,3,99,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,919,0,93,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,0,29,35.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,1,46,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,2,54,17.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,3,60,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,4,88,37.0
exp2_np27_rho015_alpha2,27,0.15,2,143,920,5,98,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,921,0,50,35.0
exp2_np27_rho015_alpha2,27,0.15,2,143,921,1,94,28.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,0,18,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,1,40,36.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,2,63,42.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,3,65,18.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,4,74,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,5,76,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,6,81,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,7,85,34.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,8,92,25.0
exp2_np27_rho015_alpha2,27,0.15,2,143,922,9,95,30.0
exp2_np27_rho015_alpha2,27,0.15,2,143,923,0,49,24.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,0,3,30.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,1,5,12.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,2,7,36.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,3,16,24.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,4,19,27.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,5,22,22.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,6,37,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,7,44,45.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,8,48,24.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,9,57,21.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,10,68,24.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,11,78,10.0
exp2_np27_rho015_alpha2,27,0.15,2,143,925,12,82,22.0
exp2_np27_rho015_alpha2,27,0.15,2,143,926,0,5,31.0
exp2_np27_rho015_alpha2,27,0.15,2,143,926,1,28,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,0,3,27.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,1,6,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,2,9,13.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,3,17,21.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,4,23,39.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,5,39,10.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,6,42,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,7,45,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,8,54,19.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,9,62,67.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,10,68,16.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,11,77,29.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,12,79,12.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,13,82,25.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,14,85,33.0
exp2_np27_rho015_alpha2,27,0.15,2,143,927,15,95,37.0
exp2_np27_rho015_alpha2,27,0.15,2,144,902,0,11,31.0
exp2_np27_rho015_alpha2,27,0.15,2,144,902,1,14,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,902,2,27,14.0
exp2_np27_rho015_alpha2,27,0.15,2,144,902,3,49,33.0
exp2_np27_rho015_alpha2,27,0.15,2,144,902,4,61,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,903,0,38,21.0
exp2_np27_rho015_alpha2,27,0.15,2,144,903,1,89,32.0
exp2_np27_rho015_alpha2,27,0.15,2,144,903,2,99,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,0,7,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,1,10,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,2,12,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,3,21,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,4,24,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,5,36,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,6,42,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,7,72,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,8,74,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,904,9,95,19.0
exp2_np27_rho015_alpha2,27,0.15,2,144,907,0,8,30.0
exp2_np27_rho015_alpha2,27,0.15,2,144,907,1,17,23.0
exp2_np27_rho015_alpha2,27,0.15,2,144,907,2,20,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,907,3,28,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,907,4,52,33.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,0,5,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,1,7,13.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,2,14,16.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,3,16,25.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,4,18,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,5,25,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,6,27,22.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,7,29,29.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,8,32,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,9,39,48.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,10,55,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,11,81,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,908,12,87,31.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,0,3,28.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,1,15,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,2,19,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,3,32,15.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,4,38,10.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,5,50,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,6,54,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,7,65,10.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,8,75,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,9,89,26.0
exp2_np27_rho015_alpha2,27,0.15,2,144,909,10,95,11.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,0,8,28.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,1,14,11.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,2,16,17.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,3,26,16.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,4,29,29.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,5,55,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,6,59,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,7,94,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,910,8,97,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,0,13,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,1,23,32.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,2,31,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,3,37,25.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,4,46,25.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,5,51,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,6,56,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,7,62,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,8,69,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,9,76,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,912,10,86,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,913,0,11,27.0
exp2_np27_rho015_alpha2,27,0.15,2,144,914,0,26,14.0
exp2_np27_rho015_alpha2,27,0.15,2,144,914,1,34,21.0
exp2_np27_rho015_alpha2,27,0.15,2,144,915,0,49,25.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,0,6,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,1,17,35.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,2,22,11.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,3,26,11.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,4,41,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,5,48,58.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,6,53,33.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,7,55,11.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,8,65,43.0
exp2_np27_rho015_alpha2,27,0.15,2,144,916,9,88,39.0
exp2_np27_rho015_alpha2,27,0.15,2,144,918,0,23,26.0
exp2_np27_rho015_alpha2,27,0.15,2,144,919,0,22,12.0
exp2_np27_rho015_alpha2,27,0.15,2,144,919,1,53,25.0
